Event Code,Cruise,Date (DST),Time (DST),Date/Time (DST),GMT Diff,Date/Time (GMT),Lat,Long,DecLat,DecLong,PortObs,StbdObs,Quality,Visibility,Precipitation,Cloud %,Glare Bearing,Glare Bearing,Glare Quality (SL/M/SE),Wind dir T,Wind spd T,Bft,Swell (ft),Sighting No,Init Observer,Cue,Ship Heading Tru,Sighting Bearing Tru, Reticle,Distance (m),Sighting Method,Reticle (far)           ,Reticle (near),Envelope bearing Left,Envelope Bearing Right,Best,Min,Max,Calf,Species 1,Species 2,sp1 percent,sp2 percent,Effort (on/off),Off Effort Code,Transect (on/off),Off Transect Code,Primary Behaviour,Other Behaviour 1,Other Behaviour 2,Photos?,Photographer (Cam 1),Camera 1,First Frame 1,Last Frame 1,Photographer (Cam 2),Camera 2,First Frame 2,Last Frame 2,Comments
ET,CC1601RL,1/18/2016,10:36,1/18/2016 10:36,8:00:00,1/18/2016 18:36,34 14.33,119 24.17,34.23883333,-119.4028333,KW,JT,P,2,HF,100,0,0,0,90,5,2,3,52,JT,1,60,65,,200,,,,340,120,90,85,120,5,DC,,,,Off,1,On,,5,8,,,,,,,,,,,End sighting on SCCOOS 83/39.4. No buoys. Dolphins scattered entire transect.
ST,CC1601RL,1/18/2016,11:21,1/18/2016 11:21,8:00:00,1/18/2016 19:21,34 14.36,119 24.17,34.23933333,-119.4028333,KW,JT,P,3,HF,100,0,0,0,90,5,2,4,53,JT,3,297,310,,30,,,,,,170,160,190,ND,DC,,,,On,,Off,1,5,1,,,,,,,,,,,"Leaving SCCOOS 83/39.4, going to SCCOOS 81.7/43.5. No array."
W,CC1601RL,1/18/2016,11:21,1/18/2016 11:21,8:00:00,1/18/2016 19:21,34 14.36,119 24.17,34.23933333,-119.4028333,KW,JT,P,3,HF,100,0,0,0,90,5,2,4,53,JT,3,297,310,,30,,,,,,170,160,190,ND,DC,,,,On,,Off,1,5,1,,,,,,,,,,,"Leaving SCCOOS 83/39.4, going to SCCOOS 81.7/43.5. No array."
SB,CC1601RL,1/18/2016,11:21,1/18/2016 11:21,8:00:00,1/18/2016 19:21,34 14.36,119 24.17,34.23933333,-119.4028333,KW,JT,P,3,HF,100,0,0,0,90,5,2,4,53,JT,3,297,310,,30,,,,,,170,160,190,ND,DC,,,,On,,Off,1,5,1,,,,,,,,,,,"Leaving SCCOOS 83/39.4, going to SCCOOS 81.7/43.5. No array."
SE,CC1601RL,1/18/2016,12:36,1/18/2016 12:36,8:00:00,1/18/2016 20:36,34 14.60,119 38.70,34.24333333,-119.645,KW,JT,P,3,HF,100,0,0,0,90,5,2,4,53,JT,3,297,310,,30,,,,,,170,160,190,ND,DC,,,,On,,Off,1,5,1,,,,,,,,,,,Scattered Dc for over one hour.
W,CC1601RL,1/18/2016,12:36,1/18/2016 12:36,8:00:00,1/18/2016 20:36,34 14.60,119 38.70,34.24333333,-119.645,KW,JT,P,3,HF,100,0,0,0,90,5,2,4,53,JT,3,297,310,,30,,,,,,170,160,190,ND,DC,,,,On,,Off,1,5,1,,,,,,,,,,,Scattered Dc for over one hour.
ET,CC1601RL,1/18/2016,13:30,1/18/2016 13:30,8:00:00,1/18/2016 21:30,34 21.12,119 45.56,34.352,-119.7593333,KW,JT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On SCCOOS 81.8/43.5. No buoys.
ST,CC1601RL,1/18/2016,14:33,1/18/2016 14:33,8:00:00,1/18/2016 22:33,34 23.47,119 49.47,34.39116667,-119.8245,KW,JT,F,4,HF,90,0,0,0,210,6,2,3,,,,230,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,"Leaving SCCOOS 81.7/43.5, going to stn 81.8/46.9. No array."
W,CC1601RL,1/18/2016,14:33,1/18/2016 14:33,8:00:00,1/18/2016 22:33,34 23.47,119 49.47,34.39116667,-119.8245,KW,JT,F,4,HF,90,0,0,0,210,6,2,3,,,,230,,,,,,,,,,,,,,,,,On,,Off,1,,,,,,,,,,,,,"Leaving SCCOOS 81.7/43.5, going to stn 81.8/46.9. No array."
SB,CC1601RL,1/18/2016,14:40,1/18/2016 14:40,8:00:00,1/18/2016 22:40,34 22.11,119 51.93,34.3685,-119.8655,KW,JT,P,3,HF,90,0,0,0,210,5,2,3,54,JT,3,230,275,,320,,,,,,30,27,35,N,DC,,,,On,,Off,1,5,1,,,,,,,,,,,
SE,CC1601RL,1/18/2016,14:40,1/18/2016 14:40,8:00:00,1/18/2016 22:40,34 22.11,119 51.93,34.3685,-119.8655,KW,JT,P,3,HF,90,0,0,0,210,5,2,3,54,JT,3,230,275,,320,,,,,,30,27,35,N,DC,,,,On,,Off,1,5,1,,,,,,,,,,,
OC,CC1601RL,1/18/2016,14:56,1/18/2016 14:56,8:00:00,1/18/2016 22:56,34 21.27,119 53.42,34.3545,-119.8903333,KW,JT,UX,0.4,HF,90,0,0,0,210,5,2,3,,,,230,,,,,,,,,,,,,,,,,Off,2B,Off,1,,,,,,,,,,,,,"Observers in wheelhouse, foghorn sounding."
W,CC1601RL,1/18/2016,14:56,1/18/2016 14:56,8:00:00,1/18/2016 22:56,34 21.27,119 53.42,34.3545,-119.8903333,KW,JT,UX,0.4,HF,90,0,0,0,210,5,2,3,,,,230,,,,,,,,,,,,,,,,,Off,2B,Off,1,,,,,,,,,,,,,"Observers in wheelhouse, foghorn sounding."
ET,CC1601RL,1/18/2016,15:41,1/18/2016 15:41,8:00:00,1/18/2016 23:41,34 16.80,120 01.02,34.28,-120.017,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 81.8/46.9. One buoy deployed. End day.
E,CC1601RL,1/18/2016,15:41,1/18/2016 15:41,8:00:00,1/18/2016 23:41,34 16.80,120 01.02,34.28,-120.017,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 81.8/46.9. One buoy deployed. End day.
B,CC1601RL,1/19/2016,7:27,1/19/2016 7:27,8:00:00,1/19/2016 15:27,34 06.08,121 13.47,34.10133333,-121.2245,KW,JT,P,5,OV,100,0,0,0,145,18,4,6,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Begin day in transit to 80/70. Array deployed.
ST,CC1601RL,1/19/2016,7:27,1/19/2016 7:27,8:00:00,1/19/2016 15:27,34 06.08,121 13.47,34.10133333,-121.2245,KW,JT,P,5,OV,100,0,0,0,145,18,4,6,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Begin day in transit to 80/70. Array deployed.
W,CC1601RL,1/19/2016,7:27,1/19/2016 7:27,8:00:00,1/19/2016 15:27,34 06.08,121 13.47,34.10133333,-121.2245,KW,JT,P,5,OV,100,0,0,0,145,18,4,6,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Begin day in transit to 80/70. Array deployed.
ET,CC1601RL,1/19/2016,7:51,1/19/2016 7:51,8:00:00,1/19/2016 15:51,34 04.51,121 17.95,34.07516667,-121.2991667,KW,JT,UX,0.3,HF,100,0,0,0,145,18,4,8,,,,240,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,Fog drifting from ship to 1 mile visibility.
W,CC1601RL,1/19/2016,7:51,1/19/2016 7:51,8:00:00,1/19/2016 15:51,34 04.51,121 17.95,34.07516667,-121.2991667,KW,JT,UX,0.3,HF,100,0,0,0,145,18,4,8,,,,240,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,Fog drifting from ship to 1 mile visibility.
ST,CC1601RL,1/19/2016,9:10,1/19/2016 9:10,8:00:00,1/19/2016 17:10,33 58.09,121 31.79,33.96816667,-121.5298333,KW,JT,P,1,HF,100,0,0,0,145,18,4,8,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CC1601RL,1/19/2016,9:10,1/19/2016 9:10,8:00:00,1/19/2016 17:10,33 58.09,121 31.79,33.96816667,-121.5298333,KW,JT,P,1,HF,100,0,0,0,145,18,4,8,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CC1601RL,1/19/2016,9:25,1/19/2016 9:25,8:00:00,1/19/2016 17:25,33 56.82,121 34.31,33.947,-121.5718333,KW,JT,P,5,LF,100,0,0,0,145,18,4,8,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
SB,CC1601RL,1/19/2016,10:15,1/19/2016 10:15,8:00:00,1/19/2016 18:15,33 52.43,121 43.06,33.87383333,-121.7176667,KW,JT,P,6,LF,100,0,0,0,145,18,4,7,55,JT,2,238,288,2,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SE,CC1601RL,1/19/2016,10:15,1/19/2016 10:15,8:00:00,1/19/2016 18:15,33 52.43,121 43.06,33.87383333,-121.7176667,KW,JT,P,6,LF,100,0,0,0,145,18,4,7,55,JT,2,238,288,2,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/19/2016,10:15,1/19/2016 10:15,8:00:00,1/19/2016 18:15,33 52.43,121 43.06,33.87383333,-121.7176667,KW,JT,P,6,LF,100,0,0,0,145,18,4,7,55,JT,2,238,288,2,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SB,CC1601RL,1/19/2016,10:27,1/19/2016 10:27,8:00:00,1/19/2016 18:27,33 51.49,121 45.08,33.85816667,-121.7513333,KW,JT,P,6,LF,100,0,0,0,145,18,4,7,56,JT,2,238,325,1.5,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
SE,CC1601RL,1/19/2016,10:27,1/19/2016 10:27,8:00:00,1/19/2016 18:27,33 51.49,121 45.08,33.85816667,-121.7513333,KW,JT,P,6,LF,100,0,0,0,145,18,4,7,56,JT,2,238,325,1.5,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
W,CC1601RL,1/19/2016,10:27,1/19/2016 10:27,8:00:00,1/19/2016 18:27,33 51.49,121 45.08,33.85816667,-121.7513333,KW,JT,P,6,LF,100,0,0,0,145,18,4,7,56,JT,2,238,325,1.5,,,,,,,1,1,1,0,ULW,,,,On,,On,,1,,,,,,,,,,,,
OO,CC1601RL,1/19/2016,10:35,1/19/2016 10:35,8:00:00,1/19/2016 18:35,33 50.92,121 40.93,33.84866667,-121.6821667,KW,,P,6,LF,100,0,0,0,145,18,4,7,,,,238,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/19/2016,10:35,1/19/2016 10:35,8:00:00,1/19/2016 18:35,33 50.92,121 40.93,33.84866667,-121.6821667,KW,,P,6,LF,100,0,0,0,145,18,4,7,,,,238,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/19/2016,10:59,1/19/2016 10:59,8:00:00,1/19/2016 18:59,33 49.02,121 50.47,33.817,-121.8411667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 80/70. One buoy deployed.
ST,CC1601RL,1/19/2016,13:27,1/19/2016 13:27,8:00:00,1/19/2016 21:27,33 47.43,121 48.39,33.7905,-121.8065,KW,JT,P,6,LF,100,160,170,SE,230,17,4,7,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 80/70, going to 80/80. Array deployed."
W,CC1601RL,1/19/2016,13:27,1/19/2016 13:27,8:00:00,1/19/2016 21:27,33 47.43,121 48.39,33.7905,-121.8065,KW,JT,P,6,LF,100,160,170,SE,230,17,4,7,,,,240,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,"Leaving stn 80/70, going to 80/80. Array deployed."
SB,CC1601RL,1/19/2016,15:04,1/19/2016 15:04,8:00:00,1/19/2016 23:04,33 39.74,122 04.70,33.66233333,-122.0783333,KW,JT,P,6,LF,90,170,230,SE,230,17,4,7,57,JT,3,240,305,3.5,,,,,,,17,15,23,0,DD,,,,On,,On,,5,8,,yes,JT,60D,362,372,,,,,
SE,CC1601RL,1/19/2016,15:04,1/19/2016 15:04,8:00:00,1/19/2016 23:04,33 39.74,122 04.70,33.66233333,-122.0783333,KW,JT,P,6,LF,90,170,230,SE,230,17,4,7,57,JT,3,240,305,3.5,,,,,,,17,15,23,0,DD,,,,On,,On,,5,8,,yes,JT,60D,362,372,,,,,
W,CC1601RL,1/19/2016,15:04,1/19/2016 15:04,8:00:00,1/19/2016 23:04,33 39.74,122 04.70,33.66233333,-122.0783333,KW,JT,P,6,LF,90,170,230,SE,230,17,4,7,57,JT,3,240,305,3.5,,,,,,,17,15,23,0,DD,,,,On,,On,,5,8,,yes,JT,60D,362,372,,,,,
SB,CC1601RL,1/19/2016,15:16,1/19/2016 15:16,8:00:00,1/19/2016 23:16,33 38.95,122 06.68,33.64916667,-122.1113333,KW,JT,P,6,LF,90,170,230,SE,230,17,4,7,58,KW,3,240,200,4,,,2,14,155,320,85,75,100,ND,DD,,,,On,,On,,2,8,5,,,,,,,,,,Large cargo ship
SE,CC1601RL,1/19/2016,15:16,1/19/2016 15:16,8:00:00,1/19/2016 23:16,33 38.95,122 06.68,33.64916667,-122.1113333,KW,JT,P,6,LF,90,170,230,SE,230,17,4,7,58,KW,3,240,200,4,,,2,14,155,320,85,75,100,ND,DD,,,,On,,On,,2,8,5,,,,,,,,,,Large cargo ship
SH,CC1601RL,1/19/2016,15:16,1/19/2016 15:16,8:00:00,1/19/2016 23:16,33 38.95,122 06.68,33.64916667,-122.1113333,KW,JT,P,6,LF,90,170,230,SE,230,17,4,7,SH4,JT,,240,290,1,,,2,14,155,320,85,75,100,ND,DD,,,,On,,On,,2,8,5,,,,,,,,,,Large cargo ship
W,CC1601RL,1/19/2016,15:16,1/19/2016 15:16,8:00:00,1/19/2016 23:16,33 38.95,122 06.68,33.64916667,-122.1113333,KW,JT,P,6,LF,90,170,230,SE,230,17,4,7,SH4,JT,,240,290,1,,,2,14,155,320,85,75,100,ND,DD,,,,On,,On,,2,8,5,,,,,,,,,,Large cargo ship
W,CC1601RL,1/19/2016,16:00,1/19/2016 16:00,8:00:00,1/20/2016 0:00,33 35.83,122 14.55,33.59716667,-122.2425,KW,JT,P,0.5,HF,100,0,0,0,245,18,4,7,,,,235,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
OO,CC1601RL,1/19/2016,16:43,1/19/2016 16:43,8:00:00,1/20/2016 0:43,33 32.46,122 22.52,33.541,-122.3753333,KW,,P,0.75,LF,100,0,0,0,245,18,4,7,,,,235,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/19/2016,16:43,1/19/2016 16:43,8:00:00,1/20/2016 0:43,33 32.46,122 22.52,33.541,-122.3753333,KW,,P,0.75,LF,100,0,0,0,245,18,4,7,,,,235,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/19/2016,17:10,1/19/2016 17:10,8:00:00,1/20/2016 1:10,33 32.85,122 22.48,33.5475,-122.3746667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,End day on 80/80. One buoy deployed.
E,CC1601RL,1/19/2016,17:10,1/19/2016 17:10,8:00:00,1/20/2016 1:10,33 32.85,122 22.48,33.5475,-122.3746667,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,End day on 80/80. One buoy deployed.
B,CC1601RL,1/20/2016,7:26,1/20/2016 7:26,8:00:00,1/20/2016 15:26,32 50.33,123 58.21,32.83883333,-123.9701667,KW,JT,UX,0.2,HF,100,0,0,0,280,8,2,4,,,,330,,,,,,,,,,,,,,,,,Off,2B,Off,2,,,,,,,,,,,,,Begin day in transit north to 77/100. Array deployed.
W,CC1601RL,1/20/2016,7:26,1/20/2016 7:26,8:00:00,1/20/2016 15:26,32 50.33,123 58.21,32.83883333,-123.9701667,KW,JT,UX,0.2,HF,100,0,0,0,280,8,2,4,,,,330,,,,,,,,,,,,,,,,,Off,2B,Off,2,,,,,,,,,,,,,Begin day in transit north to 77/100. Array deployed.
C,CC1601RL,1/20/2016,7:26,1/20/2016 7:26,8:00:00,1/20/2016 15:26,32 50.33,123 58.21,32.83883333,-123.9701667,KW,JT,UX,0.2,HF,100,0,0,0,280,8,2,4,,,,330,,,,,,,,,,,,,,,,,Off,2B,Off,2,,,,,,,,,,,,,Begin day in transit north to 77/100. Array deployed.
ST,CC1601RL,1/20/2016,7:50,1/20/2016 7:50,8:00:00,1/20/2016 15:50,32 54.29,124 00.30,32.90483333,-124.005,KW,JT,P,0.5,HF,100,0,0,0,280,7,2,4,60,KW,1,330,300,,250,,,,,,28,23,35,ND,DD,,,,On,,Off,2,5,,,,,,,,,,,,Fog drifting 0.3 to 1.5 miles visibility.
SB,CC1601RL,1/20/2016,7:50,1/20/2016 7:50,8:00:00,1/20/2016 15:50,32 54.29,124 00.30,32.90483333,-124.005,KW,JT,P,0.5,HF,100,0,0,0,280,7,2,4,60,KW,1,330,300,,250,,,,,,28,23,35,ND,DD,,,,On,,Off,2,5,,,,,,,,,,,,Fog drifting 0.3 to 1.5 miles visibility.
SE,CC1601RL,1/20/2016,7:50,1/20/2016 7:50,8:00:00,1/20/2016 15:50,32 54.29,124 00.30,32.90483333,-124.005,KW,JT,P,0.5,HF,100,0,0,0,280,7,2,4,60,KW,1,330,300,,250,,,,,,28,23,35,ND,DD,,,,On,,Off,2,5,,,,,,,,,,,,Fog drifting 0.3 to 1.5 miles visibility.
W,CC1601RL,1/20/2016,7:50,1/20/2016 7:50,8:00:00,1/20/2016 15:50,32 54.29,124 00.30,32.90483333,-124.005,KW,JT,P,0.5,HF,100,0,0,0,280,7,2,4,60,KW,1,330,300,,250,,,,,,28,23,35,ND,DD,,,,On,,Off,2,5,,,,,,,,,,,,Fog drifting 0.3 to 1.5 miles visibility.
W,CC1601RL,1/20/2016,9:57,1/20/2016 9:57,8:00:00,1/20/2016 17:57,33 13.96,124 12.54,33.23266667,-124.209,KW,JT,P,0.5,HF,100,0,0,0,280,5,2,7,,,,,,,,,,,,,,,,,,,,,On,,Off,2,,,,,,,,,,,,,
SB,CC1601RL,1/20/2016,10:07,1/20/2016 10:07,8:00:00,1/20/2016 18:07,33 15.44,124 13.55,33.25733333,-124.2258333,KW,JT,P,0.5,HF,100,0,0,0,280,5,3,7,61,JT,1,330,335,,300,,,,,,65,50,80,7,DD,,,,On,,Off,2,5,8,,yes,JT,60D,374,416,KW,50D,202,238,
SE,CC1601RL,1/20/2016,10:07,1/20/2016 10:07,8:00:00,1/20/2016 18:07,33 15.44,124 13.55,33.25733333,-124.2258333,KW,JT,P,0.5,HF,100,0,0,0,280,5,3,7,61,JT,1,330,335,,300,,,,,,65,50,80,7,DD,,,,On,,Off,2,5,8,,yes,JT,60D,374,416,KW,50D,202,238,
W,CC1601RL,1/20/2016,10:07,1/20/2016 10:07,8:00:00,1/20/2016 18:07,33 15.44,124 13.55,33.25733333,-124.2258333,KW,JT,P,0.5,HF,100,0,0,0,280,5,3,7,61,JT,1,330,335,,300,,,,,,65,50,80,7,DD,,,,On,,Off,2,5,8,,yes,JT,60D,374,416,KW,50D,202,238,
OO,CC1601RL,1/20/2016,10:35,1/20/2016 10:35,8:00:00,1/20/2016 18:35,33 19.58,124 16.43,33.32633333,-124.2738333,KW,,P,2,HF,90,0,0,0,280,5,2,7,,,,330,,,,,,,,,,,,,,,,,Off,6,Off,2,8,2,5,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/20/2016,10:35,1/20/2016 10:35,8:00:00,1/20/2016 18:35,33 19.58,124 16.43,33.32633333,-124.2738333,KW,,P,2,HF,90,0,0,0,280,5,2,7,,,,330,,,,,,,,,,,,,,,,,Off,6,Off,2,8,2,5,,,,,,,,,,One observer on. Array retrieval.
SB,CC1601RL,1/20/2016,10:44,1/20/2016 10:44,8:00:00,1/20/2016 18:44,33 20.84,124 17.29,33.34733333,-124.2881667,KW,,P,2,HF,90,0,0,0,280,5,2,7,62,KW,1,330,300,,600,,,,,,130,120,150,3,DD,,,,Off,6,Off,2,5,8,2,yes,KW,50D,242,250,,,,,
SE,CC1601RL,1/20/2016,10:44,1/20/2016 10:44,8:00:00,1/20/2016 18:44,33 20.84,124 17.29,33.34733333,-124.2881667,KW,,P,2,HF,90,0,0,0,280,5,2,7,62,KW,1,330,300,,600,,,,,,130,120,150,3,DD,,,,Off,6,Off,2,5,8,2,yes,KW,50D,242,250,,,,,
W,CC1601RL,1/20/2016,10:44,1/20/2016 10:44,8:00:00,1/20/2016 18:44,33 20.84,124 17.29,33.34733333,-124.2881667,KW,,P,2,HF,90,0,0,0,280,5,2,7,62,KW,1,330,300,,600,,,,,,130,120,150,3,DD,,,,Off,6,Off,2,5,8,2,yes,KW,50D,242,250,,,,,
ET,CC1601RL,1/20/2016,11:11,1/20/2016 11:11,8:00:00,1/20/2016 19:11,33 23.33,124 18.96,33.38883333,-124.316,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 77/100. One buoy deployed.
C,CC1601RL,1/20/2016,13:22,1/20/2016 13:22,8:00:00,1/20/2016 21:22,33 25.06,124 16.72,33.41766667,-124.2786667,KW,JT,UX,0.3,HF,90,0,0,0,280,7,3,7,,,,60,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,"Array deployed. Leaving stn 77/100, going to 77/90. Visibility 100 meters to 1 mile."
W,CC1601RL,1/20/2016,13:22,1/20/2016 13:22,8:00:00,1/20/2016 21:22,33 25.06,124 16.72,33.41766667,-124.2786667,KW,JT,UX,0.3,HF,90,0,0,0,280,7,3,7,,,,60,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,"Array deployed. Leaving stn 77/100, going to 77/90. Visibility 100 meters to 1 mile."
ST,CC1601RL,1/20/2016,14:05,1/20/2016 14:05,8:00:00,1/20/2016 22:05,33 28.67,124 08.47,33.47783333,-124.1411667,KW,JT,G,5,HF,100,0,0,0,280,7,3,7,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
W,CC1601RL,1/20/2016,14:05,1/20/2016 14:05,8:00:00,1/20/2016 22:05,33 28.67,124 08.47,33.47783333,-124.1411667,KW,JT,G,5,HF,100,0,0,0,280,7,3,7,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
SB,CC1601RL,1/20/2016,14:24,1/20/2016 14:24,8:00:00,1/20/2016 22:24,33 30.19,124 05.15,33.50316667,-124.0858333,KW,JT,G,5,HF,100,0,0,0,280,7,3,7,63,JT,1,60,70,4,,,,,,,12,12,20,0,DD,,,,On,,On,,5,8,,yes,KW,50D,252,255,,,,,
SE,CC1601RL,1/20/2016,14:24,1/20/2016 14:24,8:00:00,1/20/2016 22:24,33 30.19,124 05.15,33.50316667,-124.0858333,KW,JT,G,5,HF,100,0,0,0,280,7,3,7,63,JT,1,60,70,4,,,,,,,12,12,20,0,DD,,,,On,,On,,5,8,,yes,KW,50D,252,255,,,,,
W,CC1601RL,1/20/2016,14:24,1/20/2016 14:24,8:00:00,1/20/2016 22:24,33 30.19,124 05.15,33.50316667,-124.0858333,KW,JT,G,5,HF,100,0,0,0,280,7,3,7,63,JT,1,60,70,4,,,,,,,12,12,20,0,DD,,,,On,,On,,5,8,,yes,KW,50D,252,255,,,,,
W,CC1601RL,1/20/2016,14:43,1/20/2016 14:43,8:00:00,1/20/2016 22:43,33 31.69,124 01.93,33.52816667,-124.0321667,KW,JT,P,0.5,HF,100,0,0,0,280,7,3,7,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,Visibility 0.3 to 1 mile visibility.
W,CC1601RL,1/20/2016,16:02,1/20/2016 16:02,8:00:00,1/21/2016 0:02,33 38.26,123 48.08,33.63766667,-123.8013333,KW,JT,P,2,HF,100,0,0,0,280,7,3,7,,,,60,,,,,,,,,,,,,,,,,On,,On,,,,,,,,,,,,,,
OO,CC1601RL,1/20/2016,16:35,1/20/2016 16:35,8:00:00,1/21/2016 0:35,33 41.23,123 42.06,33.68716667,-123.701,KW,,P,1,HF,100,0,0,0,280,7,3,7,,,,60,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
W,CC1601RL,1/20/2016,16:35,1/20/2016 16:35,8:00:00,1/21/2016 0:35,33 41.23,123 42.06,33.68716667,-123.701,KW,,P,1,HF,100,0,0,0,280,7,3,7,,,,60,,,,,,,,,,,,,,,,,Off,6,On,,,,,,,,,,,,,,One observer on. Array retrieval.
ET,CC1601RL,1/20/2016,16:55,1/20/2016 16:55,8:00:00,1/21/2016 0:55,33 42.95,123 38.43,33.71583333,-123.6405,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 77/90. One buoy deployed. End day.
E,CC1601RL,1/20/2016,16:55,1/20/2016 16:55,8:00:00,1/21/2016 0:55,33 42.95,123 38.43,33.71583333,-123.6405,KW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off,1,On,,,,,,,,,,,,,,On stn 77/90. One buoy deployed. End day.
B,CC1601RL,1/21/2016,7:27,1/21/2016 7:27,8:00:00,1/21/2016 15:27,34 27.86,122 01.71,34.46433333,-122.0285,KW,JT,UX,0.3,HF,100,0,0,0,175,4,2,3,,,,60,,,,,,,,,,,,,,,,,Off,2B,On,,,,,,,,,,,,,,"Begin day in transit to 77/60. Observers in bridge on weather watch, fog horn on. Array deployed."
